문항번호,문제,해설,답,이미지여부,동영상여부
982,다음 중 비보호좌회전 교차로에서 도로교통법규를 준수하면서 가장 안전하게<br>좌회전하는 차는?(홈페이지 참조)<br>① 녹색신호에서 좌회전하는 녹색 버스<br>② 녹색신호에서 좌회전하는 분홍색 차<br>③ 황색신호에서 좌회전하는 청색 차<br>④ 적색신호에서 좌회전하는 주황색 차,"도로교통법 제25조(교차로 통행방법), 도로교통법 시행규칙 별표2(신호기가 표시하는 신호<br>의 종류 및 신호의 뜻)<br>◦교통신호가 있는 비보호 좌회전 교차로<br>- 적색등화에서 좌회전<br>- 황색등화에서 좌회전<br>- 다른 교통에 방해되는 녹색등화에서 좌회전<br>◦교통신호가 있는 비보호 겸용좌회전 교차로<br>- 적색등화에서 좌회전<br>- 황색등화에서 좌회전<br>- 다른 교통에 방해되는 녹색등화에서 좌회전<br>- 다른 교통에 방해되는 직진 녹색등화에서 좌회전",①,,1
983,녹색신호인 교차로가 정체 중이다. 도로교통법규를 준수하는 차는?<br>(홈페이지 참조)<br>① 교차로에 진입하는 청색 화물차<br>② 정지선 직전에 정지하는 흰색승용차<br>③ 청색화물차를 따라 진입하는 검정색 승용차<br>④ 흰색승용차를 앞지르기 하면서 진입하는 택시,"도로교통법 제25조(교차로 통행방법) 도로교통법 시행규칙 별표2(신호기가 표시하는 신호의<br>종류 및 신호의 뜻)<br>◦교차로 정체 때 사고는 신호위반으로 인한 사고로 첫 번째 사례는 진행 중인 신호를 보고<br>진입하는 마지막 차량과 황색신호에서 무리하게 진입하는 차와의 충돌, 두 번째 사례는 신호<br>가 변경되는 즉시 출발하는 차와 신호 위반하면서 무리하게 진입하는 차와의 충돌이 있음.<br>◦예측 출발 금지, 진입 때 서행으로 진입, 출발 전 안전 확인 후 출발이 필요함을 예측하<br>고 위험에 대한 대비를 할 수 있도록 하기 위함.<br>◦정체된 차량 사이로 보행자가 나와서 횡단할 수 있고, 정체 차량 중간지점의 차가 차로를<br>변경하여 갑자기 나올 수 있으며, 우측 골목길에서 자전거가 나올 수 있는 등 위험요소가 있음.",②,,1
984,다음 중 딜레마존이 발생할 수 있는 황색신호에서 가장 적절한 운전행동을 하는<br>차는?(홈페이지 참조)<br>① 속도를 높여 통과하는 화물차<br>② 정지선 직전에 정지하는 흰색 승용차<br>③ 그대로 통과하는 주황색 택시<br>④ 횡단보도에 정지하는 연두색 승용차,"도로교통법 제25조(교차로 통행방법), 도로교통법 시행규칙 별표2(신호기가 표시하는 신호<br>의 종류 및 신호의 뜻)<br>◦교차로에 진입할 때 신호기의 신호가 언제 바뀔지 모르기 때문에 서행으로 진입하면서<br>대비하여야 한다.<br>◦교차로 진입 전 속도를 줄이고 황색신호일 때 정지선 직전에서 일시정지하여야 하나, 미<br>리 속도를 줄이지 않고 과속으로 진입하다가 교차로 진입 직전에 갑자기 황색으로 바뀌<br>면 정지하지도 그대로 주행하지도 못하는 딜레마존에 빠지게 되어 위험한 상황을 맞게<br>됨에 주의하여야 한다.<br>◦딜레마존 상황에서 갑자기 급제동을 하게 되면 뒤따르는 차와의 추돌사고가 생길 수 있다.",②,,1
985,다음 중 교차로에서 우회전할 때 횡단하는 보행자 보호를 위해 도로교통법규를<br>준수하는 차는?(홈페이지 참조)<br>① 주황색 택시 ② 청색 화물차<br>③ 갈색 SUV차 ④ 노란색 승용차,"도로교통법 제27조(보행자의 보호) 제2항, 도로교통법 시행규칙 별표2(신호기가 표시하는<br>신호의 종류 및 신호의 뜻)<br>보행 녹색신호를 지키지 않거나 신호를 예측하여 미리 출발하는 보행자에 주의하여야 한다.<br>보행 녹색신호가 점멸할 때 갑자기 뛰기 시작하여 횡단하는 보행자에 주의하여야 한다. 우회<br>전할 때에는 횡단보도에 내려서서 대기하는 보행자가 말려드는 현상에 주의하여야 한다. 우<br>회전할 때 반대편에서 직진하는 차량에 주의하여야 한다.",②,,1
986,신호등 없는 횡단보도를 통과하려고 한다. 보행자보호를 위해 가장 안전한 방법으로<br>통과하는 차는?(홈페이지 참조)<br>① 횡단하는 사람이 없어도 정지선에 정지하는 흰색 승용차<br>② 횡단하는 사람이 없어 속도를 높이면서 통과하는 청색 화물차<br>③ 횡단하는 사람을 피해 통과하는 이륜차<br>④ 횡단하는 사람을 보고 횡단보도 내 정지하는 빨간 승용차,"도로교통법 제5조(신호 도는 지시에 따를 의무) 도로교통법 제27조(보행자의 보호) 도로교통<br>법 제48조(안전운전 및 친환경 경제운전의 의무) 도로교통법 시행규칙 별표 2(신호기가 표시<br>하는 신호의 종류 및 신호의 뜻), 별표 5(신호등의 신호 순서)<br>◦횡단하는 보행자는 정상적으로 횡단할 수 있는 녹색등화에서 횡단하는 경우도 있지만,<br>멀리서 뛰어오면서 녹색점멸신호에 횡단하려고 하는 경우 있고, 횡단보도 부근에서 무단<br>횡단하는 경우도 있어 주의하여야 한다.",①,,1
987,시내 일반도로를 주행 중 갑자기 앞차가 비상점멸등을 작동하였다. 이 때 적절한<br>운전방법을 선택한 차는?(홈페이지 참조)<br>① 앞차를 피해 오른쪽 차로로 급차로 변경한 후 주행하는 흰색 화물차.<br>② 비상점멸등을 작동하고 동시에 브레이크 페달을 여러 번 나누어 밟는<br>흰색 승용차<br>③ 앞차를 신속히 앞지르기하는 빨간색 승용차.<br>④ 급제동하는 청색 화물차,"도로교통법 제17조(자동차등과 노면전차의 속도), 도로교통법 제19조(안전거리 확보 등), 도<br>로교통법 제48조(안전운전 및 친환경 경제운전의 의무)<br>◦자동차가 정지하는데 필요한 정지거리가 있기 때문에 과속을 하면 원하는 거리에 차를<br>정지할 수 없어 사고로 이어질 수 있다.<br>◦특히, 충분한 안전거리를 확보하지 않고, 무리한 과속을 하는 경우는 급차로 변경으로 충<br>돌하거나, 급제동으로 추돌할 수 있기 때문에 주의하여야 한다.",②,,1
988,교차로에 접근 중이다. 이 때 가장 주의해야 할 차는?(홈페이지 참조)<br>① 좌측도로에서 우회전하는 차<br>② 반대편에서 직진하는 흰색 화물차<br>③ 좌회전하고 있는 청색 화물차<br>④ 반대편에서 우회전하는 검정색 승용차,"도로교통법 제5조(신호 또는 지시에 따를 의무), 도로교통법 제25조(교차로 통행방법), 도로<br>교통법 시행규칙 별표2(신호기가 표시하는 신호의 종류 및 신호의 뜻), 도로교통법 시행규칙<br>별표5(신호등의 신호 순서)<br>◦신호를 위반하고 무리하게 진행하는 차도 있기 때문에 반드시 좌우측 진행하는 차를 확<br>인하는 습관을 가져야 한다.<br>◦앞차가 대형차인 경우, 전방을 확인할 수 없기 때문에 가능하면 신호를 확인할 수 있도록<br>안전거리를 충분히 확보하고 후사경을 통해 뒤따르는 차의 위치도 파악하면서 진입하되<br>교차로 신호가 언제든지 바뀔 수 있음에 주의하여야 한다.",③,,1
989,"ㅏ자형 교차로로 접근 중이다. 이 때 예측할 수 있는 위험요소가 아닌 것은?<br>(홈페이지 참조)<br>① 좌회전하는 차가 직진하는 차의 발견이 늦어 충돌할 수 있다.<br>② 좌회전하려고 나오는 차를 발견하고, 급제동할 수 있다.<br>③ 직진하는 차가 좌회전하려는 차의 발견이 늦어 충돌할 수 있다.<br>④ 좌회전하기 위해 진입하는 차를 보고 일시정지할 수 있다.","도로교통법 제19조(안전거리 확보 등), 도로교통법 제20조(진로양보의무)<br>◦전방주시를 잘하고 합류지점에서는 속도를 줄이고, 충분한 안전거리를 확보하면서 주행<br>하되, 합류지점에서 진입하는 차의 발견이 늦어 급제동이나 이를 피하기 위한 급차로변<br>경을 할 경우 뒤따른 차와의 추돌 등의 위험이 있다.",④,,1
990,회전교차로에서 회전할 때 우선권이 있는 차는?(홈페이지 참조)<br>① 회전하고 있는 빨간색 승용차<br>② 진입하려는 흰색 화물차<br>③ 진출하고 있는 노란색 승용차<br>④ 양보선에 대기하는 청색 화물차,"회전교차로는 반시계방향으로 회전하고, 진입하는 차보다 회전하는 차가 우선권이 있으므로<br>진입하는 차가 양보하고, 진입할 때나 진출할 때 방향지시등을 켜고 서행으로 진출입하여야<br>한다.<br>◦회전교차로는 반시계방향으로 회전하고, 진입하는 차보다 회전하는 차가 우선권이 있으<br>므로 진입하는 차가 양보하고, 진입할 때나 진출할 때 방향지시등을 켜고 서행으로 진출<br>입하여야 한다.",①,,1
991,도로를 주행 중 무단 횡단하는 보행자를 발견하였다. 보행자 보호를 위해 올바른<br>조치를 하는 차는?(홈페이지 참조)<br>① 차로를 변경하면서 통과하는 택시<br>② 속도를 높이면서 통과하는 흰색 승용차<br>③ 충분한 안전거리를 두고 일시정지하는 청색 화물차<br>④ 흰색승용차를 뒤따라서 가는 빨간색 승용차,"도로교통법 제10조(도로의 횡단), 도로교통법 제27조(보행자의 보호)<br>◦전통시장 주변, 육교나 지하도 주변, 학교주변, 버스정류장 주변, 횡단보도 주변 등에서<br>무단횡단사고가 많이 발생하는데, 무단횡단하는 보행자를 발견하면 안전거리를 충분히<br>두고 일시정지하여 보행자가 안전하게 횡단할 수 있도록 하여야 한다.<br>◦횡단보도 예고표시가 있는 때부터 속도를 줄여 서행으로 횡단보도에 진입하는 운전습관<br>을 가져야 한다.",③,,1
992,다음 중 이면도로에서 위험을 예측할 때 가장 주의하여야 하는 것은?<br>(홈페이지 참조)<br>① 정체 중인 차 사이에서 뛰어나올 수 있는 어린이<br>② 실내 후사경 속 청색 화물차의 좌회전<br>③ 오른쪽 자전거 운전자의 우회전<br>④ 전방 승용차의 급제동,"도로교통법 제27조(보행자보호), 도로교통법 제49조(모든 운전자의 준수사항 등)<br>이면도로를 지나갈 때는 차와 차 사이에서 갑자기 나올 수 있는 보행자에 주의하여야 한다.<br>이면도로는 중앙선이 없는 경우가 대부분으로 언제든지 좌측 방향지시등 켜지 않고 갑자기<br>차로를 변경하여 진입하는 차에 주의하여야 한다. 우회전이나 좌회전할 때 차체 필러의 사각<br>지대 등으로 주변 차량이나 보행자를 잘 볼 수 없는 등 위험 요소에 주의하여야 한다.",①,,1
993,한적한 도로 전방에 경운기가 있다. 이 때 위험요소가 아닌 것은?(홈페이지 참조)<br>① 갑자기 경운기가 진행방향을 바꿀 수 있다.<br>② 경운기에 실은 짚단이 떨어질 수 있어 급제동할 수 있다.<br>③ 다른 차량보다 속도가 느리기 때문에 앞지르기할 수 있다.<br>④ 앞차가 속도를 높이면서 도로 중앙으로 이동할 수 있다.,"도로교통법 제19조(안전거리 확보 등), 도로교통법 제20조(진로양보의무)<br>◦경운기는 레버로 방향을 전환하고, 방향지시등과 후사경 등이 안전장치가 없어 경운기의<br>움직임을 정확하게 파악할 수 없기 때문에 경운기를 뒤따라가는 경우, 충분한 공간과 안<br>전거리를 유지하면서 움직임에 대비하여야 한다.",③,,1
994,"고속도로에서 본선차로로 진입하려고 하고 있다. 올바른 운전방법은?<br>(홈페이지 참조)<br>① 본선 차로를 주행하는 차와 관계없이 가속차로에서 속도를 높여 신속히<br>진입한다.<br>② 진입할 때 실선에서도 진입할 수 있는 공간이 확보되면 신속하게<br>진입하여야 한다.<br>③ 좌측후사경의 버스가 양보해줄 것으로 믿고, 차로를 변경하면서 진입한다.<br>④ 가속차로에서 후사경으로 진입공간이 확보될 때까지 속도를 조절하면서<br>차로를 변경하여 진입한다.","도로교통법 제19조(안전거리 확보 등), 도로교통법 제20조(진로양보의무)<br>◦진입로 부근에서는 진입해 오는 자동차를 일찍 발견하여 그 자동차와의 거리 및 속도 차<br>이를 감안해 자기 차가 먼저 갈지, 자신의 앞에 진입시킬 지를 판단하여야 한다.<br>◦이 경우 우측에서 진입하려는 차가 있는데 뒤차가 이미 앞지르기 차로로 진로를 변경하<br>려 하고 있어, 좌측으로 진로를 변경하는 것은 위험하다. 가속차로의 차가 진입하기 쉽도<br>록 속도를 일정하게 유지하여 주행하도록 한다.",④,,1
995,고속도로에서 진출하려고 한다. 올바른 운전방법 2가지는?(홈페이지 참조)<br>① 우측방향지시등 작동하면서 서서히 차로를 변경한다.<br>② 급감속으로 신속히 차로를 변경한다.<br>③ 감속차로에서부터 속도계를 보면서 속도를 줄인다.<br>④ 감속차로 전방에 차가 없으면 속도를 높여 신속히 진출로를 통과한다.,"도로교통법 제19조(안전거리 확보 등), 도로교통법 제20조(진로양보의무)<br>◦고속도로 주행은 빠른 속도로 인해 긴장된 운행을 할 수 밖에 없다. 따라서 본선차로에서<br>진출로로 빠져나올 때 뒤따르는 차가 있으므로 급히 감속하게 되면 뒤차와의 추돌이 우<br>려도 있어 주의하여야 한다.<br>◦본선차로에서 나와 감속차로에 들어가면 감각에 의존하지 말고 속도계를 보면서 속도를<br>확실히 줄여야 한다.","①, ③",,1
